client_id,nom_client,genre_client,date_naissance,adresse_email,num_tel_mobile,adresse_physique,identifiant_national,type_abonnement,plan_tarifaire,date_debut_abonnement,statut_actif,moyen_paiement,facture_moyenne_mensuelle,satisfaction_client,date_consentement,consentement_marketing,optout_marketing,tenure_jours,tenure_mois,duree_appel_totale_sec,duree_appel_moyenne_sec,nb_appels,sms_total,data_totale_gb,data_moyenne_gb,nb_evenements_data_cdr,nb_evenements_total,recence_cdr_jours,nb_sessions,duree_session_moyenne_sec,duree_session_totale_sec,taux_cookies,recence_session_jours,zone_reseau_principale,qualite_signal_dominante,latitude_moyenne,longitude_moyenne,churn,data_manquante,satisfaction_manquante,nb_reclamations,reclamation_manquante,data_mois_M,data_mois_M1,tendance_data_pct,ratio_sms_appels,ratio_data_voix,score_qualite_zone,score_frustration
61,Client_61,Femme,1965-05-31,client_61@gmail.com,21652556518,Adresse_61,13661637,Offre Prépayée,Offre Classique,2020-04-01,True,ticket_recharge,52.7,2.0,,False,False,1736,57,1319.0,188.42857142857144,7.0,10.0,0.0,0.0,0.0,22.0,23.0,9,386.1111111111111,3475,0.1111111111111111,91,SUBURBAIN,Excellent,35.15284375,9.885134875,0,0,0,4.0,0,0.0,0.0,0.0,1.4286,0.0,6,16.0
62,Client_62,Femme,1955-12-29,client_62@tunisietelecom.tn,21623659083,Adresse_62,13084504,Offre Prépayée,Offre Classique,2020-07-21,True,ticket_recharge,17.57,4.0,2024-10-20,True,False,1625,53,1121.0,224.2,5.0,7.0,0.0,0.0,0.0,14.0,18.0,7,342.85714285714283,2400,0.7142857142857143,7,URBAIN,Excellent,36.6723232,10.2603506,0,0,0,1.0,0,0.0,0.0,0.0,1.4,0.0,9,2.0
63,Client_63,Homme,1975-05-17,client_63@tunisietelecom.tn,21625500398,Adresse_63,14021372,Offre à Facture,Forfait Illimité,2022-08-13,True,ticket_recharge,18.15,4.0,2023-07-20,True,False,872,28,0.0,0.0,0.0,0.0,605.79,46.59923076923077,13.0,40.0,29.0,10,524.6,5246,0.9,10,RURAL,Bon,31.745636666666663,8.396188333333333,0,0,0,1.0,0,84.72,48.36,75.19,0.0,100.0,2,2.0
64,Client_64,Homme,1994-06-23,client_64@outlook.fr,21645877708,Adresse_64,15854042,Offre Prépayée,Forfait Mobile (Mixte),2020-01-09,True,ticket_recharge,28.24,5.0,2024-02-02,True,False,1819,59,1203.0,150.375,8.0,8.0,121.72,9.363076923076925,13.0,29.0,4.0,9,236.66666666666663,2130,1.0,30,URBAIN,Excellent,36.820527875,10.30090775,0,0,0,0.0,0,4.16,15.15,-72.54,1.0,103.6087,9,0.0
65,Client_65,Homme,1953-03-29,client_65@tunisietelecom.tn,21648880317,Adresse_65,13471378,Offre Prépayée,Forfait Illimité,2021-05-23,False,ticket_recharge,8.99,2.0,,False,False,1319,43,0.0,0.0,0.0,0.0,57.23,14.3075,4.0,6.0,2.0,1,130.0,130,1.0,361,RURAL,Faible,30.422548,7.9821505,0,0,0,3.0,0,5.94,26.97,-77.98,0.0,100.0,1,12.0
66,Client_66,Femme,1990-04-13,client_66@outlook.fr,21699281447,Adresse_66,14830121,Offre à Facture,Offre Classique,2022-02-14,True,ticket_recharge,13.89,4.0,2022-09-12,True,False,1052,34,2230.0,202.72727272727272,11.0,3.0,0.0,0.0,0.0,25.0,44.0,9,374.6666666666667,3372,0.8888888888888888,136,URBAIN,Excellent,36.378158,10.2071932,0,0,0,1.0,0,0.0,0.0,0.0,0.2727,0.0,9,2.0
67,Client_67,Femme,1974-05-18,client_67@gmail.com,21644895958,Adresse_67,6353912,Offre Prépayée,Forfait Mobile (Mixte),2020-02-04,True,especes,30.43,3.0,2020-08-21,True,False,1793,58,2930.0,244.16666666666663,12.0,5.0,23.44,3.9066666666666663,6.0,23.0,23.0,8,347.5,2780,0.75,343,URBAIN,Bon,36.4408746,10.396983,0,0,0,1.0,0,1.82,3.71,-50.94,0.4167,8.192,6,3.0
68,Client_68,Femme,1948-11-10,client_68@outlook.fr,21698076042,Adresse_68,2353324,Offre Prépayée,Forfait Mobile (Mixte),2023-10-14,False,ticket_recharge,10.57,1.0,2021-05-17,True,False,445,14,485.0,485.0,1.0,2.0,0.0,0.0,0.0,3.0,512.0,1,160.0,160,1.0,245,URBAIN,Excellent,36.302456500000005,10.2842275,1,0,0,6.0,0,0.0,0.0,0.0,2.0,0.0,9,30.0
69,Client_69,Femme,1978-07-16,client_69@tunisietelecom.tn,21699839765,Adresse_69,7124386,Offre Prépayée,Offre Classique,2023-01-09,True,prelevement_bancaire,57.54,1.0,2023-12-20,True,False,723,23,884.0,126.28571428571428,7.0,7.0,0.0,0.0,0.0,20.0,93.0,5,227.2,1136,0.4,121,URBAIN,Bon,36.2826745,10.4582075,1,1,0,2.0,0,0.0,0.0,0.0,1.0,0.0,6,10.0
70,Client_70,Femme,1947-02-24,client_70@gmail.com,21642265898,Adresse_70,15268173,Offre Prépayée,Offre Classique,2023-11-12,False,ticket_recharge,141.64,1.0,2024-07-08,True,True,416,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,136.0,1,113.0,113,0.0,315,RURAL,Bon,32.411517333333336,8.455146,1,0,0,5.0,0,0.0,0.0,0.0,20.0,0.0,2,25.0
71,Client_71,Femme,1967-03-03,client_71@yahoo.com,21623120539,Adresse_71,8010131,Offre Prépayée,Offre Classique,2022-10-22,True,ticket_recharge,36.02,5.0,2023-02-13,True,True,802,26,1510.0,188.75,8.0,7.0,0.0,0.0,0.0,18.0,33.0,12,693.5,8322,0.75,16,URBAIN,Excellent,36.9988536,10.4214692,0,0,0,0.0,0,0.0,0.0,0.0,0.875,0.0,9,0.0
72,Client_72,Homme,1965-09-13,client_72@outlook.fr,21626947148,Adresse_72,15396720,Offre Prépayée,Forfait Mobile (Mixte),2022-10-18,False,prelevement_bancaire,14.13,2.0,2022-11-12,True,True,806,26,389.0,194.5,2.0,1.0,21.1,10.55,2.0,5.0,26.0,4,290.25,1161,1.0,22,URBAIN,Bon,36.29066133333333,10.226046666666669,0,0,0,7.0,0,7.39,13.71,-46.1,0.5,55.5434,6,28.0
73,Client_73,Homme,1979-04-26,client_73@gmail.com,21648319764,Adresse_73,8951036,Offre Prépayée,Offre Classique,2020-07-05,False,ticket_recharge,52.62,2.0,2024-09-07,True,False,1641,53,861.0,861.0,1.0,1.0,0.0,0.0,0.0,2.0,26.0,1,48.0,48,1.0,249,URBAIN,Faible,36.266857,10.096733,0,1,0,5.0,0,0.0,0.0,0.0,1.0,0.0,3,20.0
74,Client_74,Femme,1965-02-08,client_74@outlook.fr,21659706483,Adresse_74,12369277,Offre à Facture,Offre Classique,2021-07-19,False,prelevement_bancaire,22.24,1.0,2021-10-03,True,False,1262,41,311.0,311.0,1.0,0.0,0.0,0.0,0.0,3.0,119.0,1,703.0,703,0.0,311,URBAIN,Excellent,,,1,0,0,7.0,0,0.0,0.0,0.0,0.0,0.0,9,35.0
75,Client_75,Homme,1964-09-24,client_75@gmail.com,21652228337,Adresse_75,17722090,Offre Prépayée,Offre Classique,2023-02-03,False,ticket_recharge,17.16,2.0,2023-06-19,True,False,698,22,153.0,153.0,1.0,3.0,0.0,0.0,0.0,7.0,51.0,2,98.0,196,1.0,64,SUBURBAIN,Bon,34.854071000000005,9.2548515,0,1,0,2.0,0,0.0,0.0,0.0,3.0,0.0,4,8.0
76,Client_76,Femme,1960-11-19,client_76@gmail.com,21651484814,Adresse_76,19222502,Offre Prépayée,Forfait Illimité,2021-12-03,True,ticket_recharge,5.87,5.0,2021-12-22,True,False,1125,36,0.0,0.0,0.0,0.0,435.13,29.008666666666667,15.0,46.0,7.0,6,222.83333333333331,1337,1.0,94,SUBURBAIN,Bon,35.2979306,9.5095179,0,0,0,1.0,0,23.73,6.05,200.0,0.0,100.0,4,1.0
77,Client_77,Homme,1997-07-17,client_77@outlook.fr,21654690583,Adresse_77,5460276,Offre Prépayée,Forfait Mobile (Mixte),2021-02-05,True,ticket_recharge,16.85,3.0,2021-09-03,True,True,1426,46,1507.0,137.0,11.0,7.0,32.64,4.662857142857143,7.0,25.0,13.0,12,213.16666666666663,2558,0.6666666666666666,123,SUBURBAIN,Excellent,35.168209625,9.471270875,0,0,0,1.0,0,9.67,2.68,200.0,0.6364,22.1787,6,3.0
78,Client_78,Femme,1991-05-01,client_78@yahoo.com,21692599908,Adresse_78,5075837,Offre Prépayée,Forfait Illimité,2021-12-30,False,ticket_recharge,15.52,,,False,False,1098,36,0.0,0.0,0.0,0.0,34.68,17.34,2.0,5.0,46.0,2,445.0,890,0.5,82,SUBURBAIN,Excellent,35.2452105,9.977474999999998,0,0,1,,1,30.28,4.4,200.0,0.0,100.0,6,
79,Client_79,Femme,1961-05-23,client_79@gmail.com,21626309792,Adresse_79,13233706,Offre Prépayée,Offre Classique,2020-06-10,True,ticket_recharge,,2.0,2021-02-04,True,False,1666,54,793.0,132.16666666666666,6.0,9.0,0.0,0.0,0.0,18.0,31.0,11,336.0,3696,0.8181818181818182,92,URBAIN,Excellent,36.550105125,10.363702125,0,0,0,3.0,0,0.0,0.0,0.0,1.5,0.0,9,12.0
80,Client_80,Homme,1994-11-25,client_80@gmail.com,21693892478,Adresse_80,19874365,Offre Prépayée,Offre Classique,2023-10-28,False,ticket_recharge,102.93,1.0,2020-08-27,True,False,431,14,187.0,187.0,1.0,1.0,0.0,0.0,0.0,2.0,494.0,1,607.0,607,1.0,145,URBAIN,Bon,36.445428500000006,10.642476,1,0,0,4.0,0,0.0,0.0,0.0,1.0,0.0,6,20.0
81,Client_81,Homme,1974-02-25,client_81@gmail.com,21646949852,Adresse_81,2185111,Offre Prépayée,Offre Classique,2022-09-22,True,ticket_recharge,19.69,5.0,2023-06-16,True,False,832,27,699.0,174.75,4.0,0.0,0.0,0.0,0.0,12.0,20.0,10,206.9,2069,0.8,28,SUBURBAIN,Bon,35.03244411111112,9.272101777777776,0,0,0,,1,0.0,0.0,0.0,0.0,0.0,4,
82,Client_82,Femme,1968-11-12,client_82@yahoo.com,21641888036,Adresse_82,8732752,Offre Prépayée,Offre Classique,2023-10-01,True,ticket_recharge,6.75,1.0,,False,False,458,15,1887.0,157.25,12.0,5.0,0.0,0.0,0.0,22.0,119.0,12,357.0,4284,0.4166666666666667,216,URBAIN,Excellent,36.096996,10.223899333333334,1,0,0,3.0,0,0.0,0.0,0.0,0.4167,0.0,9,15.0
83,Client_83,Femme,1997-12-08,client_83@yahoo.com,21653971783,Adresse_83,12500948,Offre Prépayée,Offre Classique,2022-03-26,True,ticket_recharge,12.97,2.0,,False,False,1012,33,1030.0,147.14285714285714,7.0,5.0,0.0,0.0,0.0,17.0,82.0,10,446.8,4468,0.0,158,URBAIN,Excellent,,,0,0,0,2.0,0,0.0,0.0,0.0,0.7143,0.0,9,8.0
84,Client_84,Homme,1978-09-28,client_84@tunisietelecom.tn,21647524559,Adresse_84,5107834,Offre Prépayée,Offre Classique,2023-07-18,True,ticket_recharge,11.64,2.0,2024-02-09,True,False,533,17,1693.0,169.3,10.0,5.0,0.0,0.0,0.0,20.0,23.0,11,185.9090909090909,2045,1.0,47,URBAIN,Excellent,,,0,0,0,,1,0.0,0.0,0.0,0.5,0.0,9,
85,Client_85,Homme,1958-02-02,client_85@outlook.fr,21693513024,Adresse_85,3408630,Offre Prépayée,Offre Classique,2021-03-31,True,prelevement_bancaire,5.47,2.0,2021-12-22,True,False,1372,45,1424.0,178.0,8.0,6.0,0.0,0.0,0.0,22.0,14.0,12,189.08333333333331,2269,0.6666666666666666,90,SUBURBAIN,Bon,35.163424375000005,9.3389515,0,0,0,0.0,0,0.0,0.0,0.0,0.75,0.0,4,0.0
86,Client_86,Femme,1951-06-27,client_86@yahoo.com,21693398083,Adresse_86,6837196,Offre Prépayée,Offre Classique,2023-06-29,True,ticket_recharge,16.95,3.0,,False,False,552,18,1624.0,232.0,7.0,6.0,0.0,0.0,0.0,21.0,23.0,10,232.9,2329,0.2,27,URBAIN,Excellent,36.54161083333333,10.234639,0,0,0,2.0,0,0.0,0.0,0.0,0.8571,0.0,9,6.0
87,Client_87,Homme,1977-12-18,client_87@outlook.fr,21694909439,Adresse_87,19095213,Offre Prépayée,Forfait Illimité,2022-10-13,True,especes,8.74,5.0,2023-03-15,True,True,811,26,0.0,0.0,0.0,0.0,512.55,26.976315789473688,19.0,50.0,12.0,7,451.0,3157,0.5714285714285714,97,URBAIN,Excellent,36.52605866666666,10.487531666666667,0,0,0,0.0,0,6.84,20.73,-67.0,0.0,100.0,9,0.0
88,Client_88,Femme,1963-03-23,client_88@tunisietelecom.tn,21646627745,Adresse_88,6919626,Offre Prépayée,Offre Classique,2020-10-22,True,especes,16.09,5.0,2020-12-02,True,False,1532,50,1501.0,150.1,10.0,8.0,0.0,0.0,0.0,25.0,137.0,11,320.90909090909093,3530,0.8181818181818182,237,SUBURBAIN,Bon,35.303006,9.185902,1,0,0,0.0,0,0.0,0.0,0.0,0.8,0.0,4,0.0
89,Client_89,Femme,1967-05-19,client_89@outlook.fr,21652707017,Adresse_89,6557805,Offre Prépayée,Forfait Mobile (Mixte),2021-12-20,True,ticket_recharge,14.55,1.0,2021-12-30,True,False,1108,36,829.0,165.8,5.0,12.0,128.22,9.863076923076925,13.0,30.0,11.0,6,175.66666666666666,1054,0.8333333333333334,46,SUBURBAIN,Bon,35.442526,9.336377333333331,0,0,0,5.0,0,20.82,7.79,167.27,2.4,158.3803,4,25.0
90,Client_90,Femme,1957-04-23,client_90@yahoo.com,21628288538,Adresse_90,1192512,Offre à Facture,Offre Classique,2020-12-03,False,ticket_recharge,21.6,2.0,2021-09-22,True,False,1490,48,87.0,87.0,1.0,1.0,0.0,0.0,0.0,2.0,541.0,1,1100.0,1100,1.0,582,RURAL,Bon,33.860306666666666,8.630134333333332,1,0,0,7.0,0,0.0,0.0,0.0,1.0,0.0,2,28.0
91,Client_91,Femme,1974-10-29,client_91@outlook.fr,21652649729,Adresse_91,14714379,Offre Prépayée,Offre Classique,2022-05-28,True,ticket_recharge,13.76,2.0,,False,False,949,31,858.0,122.57142857142856,7.0,9.0,0.0,0.0,0.0,17.0,175.0,7,553.5714285714286,3875,0.0,9,URBAIN,Excellent,36.60048566666666,10.191525833333332,1,0,0,3.0,0,0.0,0.0,0.0,1.2857,0.0,9,12.0
92,Client_92,Homme,1981-09-12,client_92@yahoo.com,21622116271,Adresse_92,16845447,Offre Prépayée,Offre Classique,2022-12-12,True,ticket_recharge,15.74,,,False,False,751,24,1694.0,154.0,11.0,2.0,0.0,0.0,0.0,19.0,88.0,4,314.75,1259,0.75,16,URBAIN,Bon,36.3209224,10.2756268,0,0,1,,1,0.0,0.0,0.0,0.1818,0.0,6,
93,Client_93,Homme,1980-12-04,client_93@outlook.fr,21624099555,Adresse_93,2549420,Offre Prépayée,Offre Classique,2022-03-02,True,ticket_recharge,13.27,3.0,2022-06-07,True,False,1036,34,454.0,75.66666666666667,6.0,4.0,0.0,0.0,0.0,14.0,25.0,6,193.5,1161,0.8333333333333334,293,URBAIN,Excellent,36.734475333333336,10.400037222222222,0,0,0,2.0,0,0.0,0.0,0.0,0.6667,0.0,9,6.0
94,Client_94,Homme,1975-01-10,client_94@yahoo.com,21642681641,Adresse_94,14345647,Offre Prépayée,Offre Classique,2020-08-04,False,ticket_recharge,35.21,1.0,2021-05-05,True,False,1611,52,206.0,206.0,1.0,3.0,0.0,0.0,0.0,5.0,47.0,3,58.66666666666666,176,1.0,178,URBAIN,Excellent,36.6754025,10.340072500000002,0,0,0,7.0,0,0.0,0.0,0.0,3.0,0.0,9,35.0
95,Client_95,Homme,1947-05-04,client_95@yahoo.com,21641516409,Adresse_95,9312934,Offre Prépayée,Offre Classique,2022-02-02,True,ticket_recharge,10.87,2.0,,False,False,1064,34,408.0,136.0,3.0,6.0,0.0,0.0,0.0,21.0,53.0,6,863.0,5178,0.3333333333333333,204,SUBURBAIN,Bon,35.3086418,9.7235386,0,0,0,2.0,0,0.0,0.0,0.0,2.0,0.0,4,8.0
96,Client_96,Homme,2001-03-18,client_96@outlook.fr,21643788363,Adresse_96,14804409,Offre Prépayée,Offre Classique,2023-11-11,False,ticket_recharge,32.67,2.0,,False,False,417,13,746.0,186.5,4.0,0.0,0.0,0.0,0.0,4.0,90.0,3,210.33333333333331,631,0.0,300,URBAIN,Excellent,36.217216,10.180241,1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,9,4.0
97,Client_97,Homme,2000-03-06,client_97@tunisietelecom.tn,21625476321,Adresse_97,7722055,Offre Prépayée,Offre Classique,2021-01-14,False,ticket_recharge,110.67,2.0,,False,False,1448,47,1064.0,266.0,4.0,0.0,0.0,0.0,0.0,7.0,183.0,2,1038.5,2077,0.0,591,RURAL,Faible,33.09569233333334,8.313937000000001,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,1,8.0
98,Client_98,Homme,1991-06-07,client_98@gmail.com,21624235192,Adresse_98,2520982,Offre à Facture,Offre Classique,2021-05-07,True,ticket_recharge,145.56,3.0,,False,False,1335,43,887.0,110.875,8.0,5.0,0.0,0.0,0.0,20.0,56.0,2,485.0,970,0.5,356,URBAIN,Excellent,,,0,0,0,4.0,0,0.0,0.0,0.0,0.625,0.0,9,12.0
99,Client_99,Femme,1993-01-01,client_99@tunisietelecom.tn,21692935090,Adresse_99,17281646,Offre Prépayée,Forfait Illimité,2022-11-30,True,ticket_recharge,8.89,1.0,,False,False,763,25,0.0,0.0,0.0,0.0,454.33,30.288666666666668,15.0,45.0,14.0,6,134.5,807,0.6666666666666666,116,URBAIN,Bon,36.393486,10.371629,0,0,0,3.0,0,43.3,22.4,93.3,0.0,100.0,6,15.0
100,Client_100,Homme,1972-02-16,client_100@outlook.fr,21654937270,Adresse_100,7426288,Offre à Facture,Forfait Mobile (Mixte),2023-03-26,True,especes,9.8,5.0,,False,False,647,21,3059.0,235.30769230769232,13.0,8.0,59.26,7.407500000000001,8.0,30.0,21.0,11,722.0909090909091,7943,0.2727272727272727,20,SUBURBAIN,Bon,35.142019,9.129253857142857,0,0,0,0.0,0,5.36,5.75,-6.78,0.6154,19.8373,4,0.0
101,Client_101,Homme,1958-01-30,client_101@tunisietelecom.tn,21648089975,Adresse_101,3164563,Offre Prépayée,Forfait Mobile (Mixte),2020-01-15,True,ticket_recharge,34.41,1.0,2020-08-31,True,False,1813,59,3481.0,248.64285714285717,14.0,10.0,151.3,12.608333333333334,12.0,36.0,3.0,6,312.3333333333333,1874,0.5,186,URBAIN,Bon,36.532781666666665,10.224723666666668,0,0,0,7.0,0,5.71,3.8,50.26,0.7143,44.5077,6,35.0
102,Client_102,Femme,2000-05-30,client_102@yahoo.com,21652033316,Adresse_102,16181377,Offre Prépayée,Offre Classique,2020-03-05,True,ticket_recharge,12.66,2.0,2020-10-10,True,False,1763,57,1420.0,129.0909090909091,11.0,5.0,0.0,0.0,0.0,21.0,45.0,9,302.55555555555554,2723,0.7777777777777778,222,URBAIN,Excellent,36.56899166666667,10.2327305,0,0,0,2.0,0,0.0,0.0,0.0,0.4545,0.0,9,8.0
103,Client_103,Homme,1986-12-30,client_103@gmail.com,21645819075,Adresse_103,15408285,Offre Prépayée,Forfait Mobile (Mixte),2021-06-04,False,ticket_recharge,82.22,1.0,,False,False,1307,42,63.0,31.5,2.0,1.0,53.040000000000006,10.608,5.0,8.0,199.0,2,104.5,209,1.0,36,URBAIN,Excellent,,,1,0,0,8.0,0,12.71,8.96,41.85,0.5,862.1105,9,40.0
104,Client_104,Homme,1951-10-28,client_104@outlook.fr,21655742297,Adresse_104,9012369,Offre Prépayée,Forfait Mobile (Mixte),2020-10-20,True,ticket_recharge,5.74,3.0,2023-12-02,True,False,1534,50,1314.0,101.07692307692308,13.0,18.0,,9.0675,12.0,43.0,11.0,5,230.6,1153,1.0,80,URBAIN,Excellent,36.51643583333333,10.278614333333334,0,1,0,1.0,0,15.87,24.59,-35.46,1.3846,,9,3.0
105,Client_105,Femme,1986-12-20,client_105@outlook.fr,21629074037,Adresse_105,5204955,Offre Prépayée,Offre Classique,2023-02-26,True,ticket_recharge,128.11,1.0,,False,False,675,22,1061.0,176.83333333333334,6.0,9.0,0.0,0.0,0.0,16.0,7.0,10,897.6,8976,0.4,17,URBAIN,Excellent,36.73768533333333,10.518077666666668,0,0,0,5.0,0,0.0,0.0,0.0,1.5,0.0,9,25.0
106,Client_106,Homme,1984-12-21,client_106@outlook.fr,21698420105,Adresse_106,16059667,Offre à Facture,Forfait Illimité,2021-10-09,True,ticket_recharge,8.16,5.0,2022-09-28,True,False,1180,38,0.0,0.0,0.0,0.0,350.61,26.969999999999995,13.0,42.0,6.0,10,206.7,2067,0.7,184,SUBURBAIN,Bon,35.065957600000004,9.6399751,0,0,0,0.0,0,12.28,9.19,33.62,0.0,100.0,4,0.0
107,Client_107,Homme,1998-05-31,client_107@gmail.com,21641104195,Adresse_107,3985696,Offre Prépayée,Offre Classique,2022-12-22,False,ticket_recharge,7.25,1.0,2023-08-10,True,False,741,24,258.0,258.0,1.0,3.0,0.0,0.0,0.0,4.0,16.0,1,93.0,93,1.0,437,SUBURBAIN,Bon,34.999566,9.9951605,0,0,0,3.0,0,0.0,0.0,0.0,3.0,0.0,4,15.0
108,Client_108,Homme,1953-05-10,client_108@yahoo.com,21696276728,Adresse_108,19826233,Offre Prépayée,Forfait Illimité,2023-03-08,True,ticket_recharge,140.51,1.0,2024-01-29,True,True,665,21,0.0,0.0,0.0,0.0,250.94,20.911666666666665,12.0,41.0,6.0,7,345.2857142857143,2417,0.5714285714285714,166,URBAIN,Excellent,36.55344377777778,10.320983555555555,0,0,0,1.0,0,35.870000000000005,9.0,200.0,0.0,100.0,9,5.0
109,Client_109,Femme,1988-10-01,client_109@outlook.fr,21623165251,Adresse_109,2372070,Offre Prépayée,Forfait Illimité,2021-08-15,True,ticket_recharge,21.2,5.0,2021-10-05,True,False,1235,40,0.0,0.0,0.0,0.0,684.3100000000001,45.62066666666667,15.0,39.0,17.0,8,126.5,1012,1.0,640,URBAIN,Bon,36.70074185714286,10.462169142857144,0,0,0,,1,13.66,3.43,200.0,0.0,100.0,6,
110,Client_110,Homme,1989-11-14,client_110@tunisietelecom.tn,21628303693,Adresse_110,13593726,Offre Prépayée,Offre Classique,2021-01-26,False,ticket_recharge,,,,False,False,1436,47,35.0,35.0,1.0,1.0,0.0,0.0,0.0,3.0,88.0,1,351.0,351,1.0,257,URBAIN,Bon,36.6720535,10.233958,0,0,1,,1,0.0,0.0,0.0,1.0,0.0,6,
111,Client_111,Homme,1947-05-27,client_111@outlook.fr,21658983439,Adresse_111,9241353,Offre Prépayée,Offre Classique,2021-02-22,False,ticket_recharge,38.09,2.0,,False,False,1409,46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,20.0,1,105.0,105,0.0,759,SUBURBAIN,Excellent,34.5924915,9.9031425,0,0,0,8.0,0,0.0,0.0,0.0,20.0,0.0,6,32.0
112,Client_112,Femme,1956-05-05,client_112@outlook.fr,21649874883,Adresse_112,16670706,Offre Prépayée,Forfait Illimité,2020-10-15,True,especes,35.92,5.0,,False,False,1539,50,0.0,0.0,0.0,0.0,358.39,27.56846153846153,13.0,50.0,56.0,8,399.25,3194,0.375,48,URBAIN,Bon,36.50158433333333,10.284902333333331,0,0,0,0.0,0,73.4,46.76,56.97,0.0,100.0,6,0.0
113,Client_113,Homme,1986-08-16,client_113@outlook.fr,21699268541,Adresse_113,5450252,Offre Prépayée,Offre Classique,2021-01-13,True,especes,6.66,5.0,,False,False,1449,47,2396.0,217.8181818181818,11.0,5.0,0.0,0.0,0.0,24.0,11.0,8,451.375,3611,0.25,120,URBAIN,Excellent,36.540302,10.409944666666666,0,0,0,0.0,0,0.0,0.0,0.0,0.4545,0.0,9,0.0
114,Client_114,Femme,1964-01-28,client_114@outlook.fr,21693949281,Adresse_114,19494630,Offre Prépayée,Offre Classique,2023-10-01,False,ticket_recharge,19.59,1.0,2021-05-07,True,False,458,15,739.0,246.33333333333331,3.0,2.0,0.0,0.0,0.0,5.0,379.0,3,119.0,357,0.6666666666666666,609,SUBURBAIN,Bon,35.3545855,9.455136,1,0,0,6.0,0,0.0,0.0,0.0,0.6667,0.0,4,30.0
115,Client_115,Femme,1964-05-20,client_115@yahoo.com,21642294929,Adresse_115,16655635,Offre Prépayée,Forfait Illimité,2022-10-14,True,especes,122.74,5.0,2023-07-07,True,False,810,26,0.0,0.0,0.0,0.0,537.26,35.81733333333333,15.0,37.0,12.0,5,268.8,1344,0.6,311,SUBURBAIN,Bon,35.037375857142855,9.383675142857143,0,0,0,0.0,0,4.89,8.33,-41.3,0.0,100.0,4,0.0
116,Client_116,Homme,1966-11-14,client_116@tunisietelecom.tn,21652243294,Adresse_116,11470529,Offre à Facture,Offre Classique,2020-02-10,True,ticket_recharge,49.39,2.0,2021-02-02,True,False,1787,58,1037.0,115.22222222222224,9.0,6.0,0.0,0.0,0.0,20.0,52.0,8,230.625,1845,0.75,105,SUBURBAIN,Bon,35.12201666666667,9.626443333333334,0,1,0,3.0,0,0.0,0.0,0.0,0.6667,0.0,4,12.0
117,Client_117,Femme,1963-08-14,client_117@yahoo.com,21694567675,Adresse_117,1161445,Offre Prépayée,Offre Classique,2022-11-17,True,ticket_recharge,14.57,2.0,2023-09-29,True,False,776,25,863.0,215.75,4.0,7.0,0.0,0.0,0.0,16.0,211.0,2,241.0,482,0.5,7,SUBURBAIN,Bon,34.98619433333334,9.667586333333334,1,0,0,2.0,0,0.0,0.0,0.0,1.75,0.0,4,8.0
118,Client_118,Femme,1957-03-24,client_118@tunisietelecom.tn,21653414802,Adresse_118,7494503,Offre Prépayée,Offre Classique,2020-05-14,True,ticket_recharge,16.99,3.0,2021-04-02,True,False,1693,55,1843.0,263.2857142857143,7.0,10.0,0.0,0.0,0.0,21.0,67.0,8,197.25,1578,0.75,74,SUBURBAIN,Bon,35.15376716666666,9.187106833333331,0,0,0,1.0,0,0.0,0.0,0.0,1.4286,0.0,4,3.0
119,Client_119,Homme,1991-08-07,client_119@outlook.fr,21641443031,Adresse_119,11684029,Offre Prépayée,Offre Classique,2023-10-29,False,ticket_recharge,82.34,2.0,2020-12-19,True,False,430,14,133.0,133.0,1.0,1.0,0.0,0.0,0.0,3.0,215.0,3,55.0,165,1.0,871,URBAIN,Excellent,0.0,0.0,1,0,0,6.0,0,0.0,0.0,0.0,1.0,0.0,9,24.0
120,Client_120,Femme,1981-09-26,client_120@gmail.com,21627444345,Adresse_120,19898978,Offre à Facture,Offre Classique,2022-02-18,False,ticket_recharge,47.34,2.0,2023-02-10,True,False,1048,34,951.0,475.5,2.0,0.0,0.0,0.0,0.0,6.0,165.0,1,59.0,59,1.0,785,RURAL,Bon,33.693475666666664,8.882351333333334,1,1,0,4.0,0,0.0,0.0,0.0,0.0,0.0,2,16.0
121,Client_121,Femme,1994-06-30,client_121@yahoo.com,21644916643,Adresse_121,7981440,Offre Prépayée,Offre Classique,2022-07-18,True,ticket_recharge,12.54,1.0,,False,False,898,29,1174.0,117.4,10.0,8.0,0.0,0.0,0.0,23.0,8.0,7,372.57142857142856,2608,0.1428571428571428,473,SUBURBAIN,Faible,35.226352166666665,9.268173666666668,0,0,0,6.0,0,0.0,0.0,0.0,0.8,0.0,2,30.0
122,Client_122,Homme,2002-11-14,client_122@gmail.com,21694287058,Adresse_122,4999694,Offre à Facture,Offre Classique,2022-11-22,True,ticket_recharge,5.84,1.0,,False,False,771,25,830.0,103.75,8.0,4.0,0.0,0.0,0.0,19.0,22.0,7,660.4285714285714,4623,0.4285714285714285,28,URBAIN,Excellent,36.51029585714286,10.445403,0,0,0,4.0,0,0.0,0.0,0.0,0.5,0.0,9,20.0
